rainfall_mm,temperature_c,road_condition,traffic_level,slope_risk,historical_incidents,previous_landslides,flood_risk,bridge_condition,disruption_probability,is_disrupted
4.5,20.9,0,2,72.4,7,1,0,0,21.5,0
47.5,22.6,0,0,53.9,3,5,0,1,24.5,0
10.6,20.8,1,1,57.2,1,2,1,1,23.5,0
86.9,27.8,2,0,41.6,5,2,1,2,33.1,0
46.7,29.7,0,1,22.3,4,3,0,1,17.0,0
74.1,24.7,2,0,67.7,6,5,2,0,37.9,0
2.8,21.0,0,2,60.1,6,1,0,0,24.7,0
5.8,22.8,2,2,59.2,2,2,2,0,38.6,0
81.9,23.1,3,2,72.0,3,3,2,2,57.7,1
4.9,18.2,1,0,19.9,6,4,0,1,21.1,0
4.8,26.5,1,1,93.7,1,2,2,0,32.8,0
0.8,25.8,2,0,92.9,2,3,0,1,31.2,0
203.8,32.2,1,2,26.3,6,4,0,2,47.2,0
86.9,30.5,1,1,43.3,1,0,0,0,27.1,0
28.3,18.9,1,1,94.4,6,7,0,1,41.1,0
22.9,27.9,0,1,67.1,6,2,0,1,25.8,0
28.0,17.3,2,0,78.9,6,2,0,0,31.9,0
96.9,27.2,0,1,56.7,6,5,2,3,48.8,0
70.4,19.9,3,0,52.3,3,2,0,2,42.2,0
13.3,16.9,0,3,60.4,2,2,0,0,22.1,0
12.4,24.7,2,2,38.5,6,4,0,0,30.0,0
6.7,8.0,0,1,51.6,4,3,0,2,14.5,0
70.2,12.5,0,3,79.0,6,2,0,2,32.4,0
94.0,21.9,0,0,31.7,1,1,2,2,27.6,0
20.0,23.5,2,2,56.5,2,1,0,3,33.1,0
1.4,20.8,1,0,53.5,5,1,2,0,31.1,0
5.6,13.5,2,1,84.8,5,1,0,0,29.3,0
223.4,18.1,0,1,27.4,4,2,3,0,44.9,0
22.8,25.3,1,0,90.2,5,5,2,2,43.8,0
95.3,26.5,2,0,76.6,6,1,0,0,30.2,0
63.7,22.9,0,0,69.8,6,2,0,2,30.7,0
31.3,29.9,1,3,91.2,3,4,0,0,37.5,0
15.0,25.4,1,0,28.6,5,4,0,1,25.7,0
8.4,18.5,1,1,44.3,3,3,0,0,17.8,0
62.0,21.3,0,2,97.4,2,3,1,1,42.5,0
96.9,14.6,1,0,58.8,3,2,1,0,34.1,0
67.1,22.4,0,1,70.3,6,2,0,0,23.6,0
49.1,29.7,2,1,66.0,2,1,2,2,32.7,0
2.8,27.1,3,0,70.5,5,3,2,0,37.8,0
224.7,31.4,1,2,57.9,2,2,0,0,50.4,0
104.2,21.2,1,0,56.2,6,2,0,0,30.8,0
22.5,31.1,0,0,57.2,6,3,0,0,22.3,0
254.2,21.8,2,1,34.7,2,1,0,0,41.8,0
59.9,31.8,0,1,75.3,6,3,2,0,38.1,0
56.8,22.9,1,2,35.6,10,1,2,0,25.1,0
89.6,27.2,3,2,53.5,4,0,0,0,39.9,0
108.6,31.9,1,1,53.5,7,2,0,1,28.2,0
69.5,21.8,2,0,61.7,8,4,2,1,45.6,0
8.9,24.3,1,0,72.9,3,2,0,2,25.5,0
26.8,30.7,0,0,74.5,4,1,0,0,23.3,0
171.1,22.2,2,1,50.1,3,2,3,0,50.3,0
16.5,15.1,0,2,34.9,4,1,0,2,25.3,0
30.3,35.9,2,0,6.0,4,1,2,0,22.9,0
36.8,20.2,0,0,65.0,3,4,0,1,24.7,0
37.6,24.0,2,1,48.7,9,2,1,1,39.4,0
61.7,29.9,0,0,78.8,1,4,1,0,31.4,0
186.3,19.3,1,1,67.7,9,2,1,0,53.7,0
17.9,17.0,1,1,44.6,4,4,0,0,22.2,0
8.4,24.5,1,1,41.1,4,0,0,1,18.5,0
14.3,12.2,0,0,43.4,11,1,0,2,16.4,0
141.7,21.3,1,2,88.8,4,3,1,0,46.0,0
67.5,24.5,0,0,81.0,4,2,1,0,28.6,0
21.9,21.4,1,2,48.1,2,3,0,0,21.3,0
110.0,13.7,1,0,29.4,4,5,1,0,33.1,0
128.4,32.6,1,2,56.9,0,4,0,1,34.5,0
121.8,23.6,0,1,47.2,2,5,0,0,26.1,0
163.3,31.6,3,0,70.9,7,1,1,0,40.6,0
18.9,21.4,1,2,18.6,3,4,0,2,21.8,0
91.4,17.7,0,1,61.8,5,3,1,0,36.6,0
40.1,24.6,1,0,92.1,0,4,1,1,34.4,0
119.9,21.7,2,0,79.8,4,5,2,0,45.5,0
84.7,15.9,0,1,39.0,2,2,0,1,20.9,0
97.4,31.8,1,1,58.6,3,0,0,0,30.2,0
69.4,19.3,1,1,48.5,3,2,0,1,33.7,0
12.7,12.0,0,1,42.6,4,5,1,1,27.9,0
51.2,31.0,2,1,43.9,2,4,2,0,30.2,0
271.6,20.0,1,2,48.8,6,2,1,2,63.7,1
180.1,19.4,0,1,87.1,2,6,0,0,48.5,0
2.9,12.4,2,0,74.7,4,5,1,1,37.4,0
11.7,33.4,1,2,80.3,1,0,0,1,24.4,0
9.2,15.3,2,0,73.3,3,1,1,0,25.3,0
84.1,23.4,1,0,24.7,2,8,1,0,26.3,0
110.7,28.5,2,1,59.0,4,0,2,0,39.0,0
15.6,25.5,2,1,63.1,2,2,1,0,31.3,0
45.8,22.6,0,0,71.2,5,1,1,0,13.8,0
119.4,12.8,2,0,91.3,3,7,1,0,44.4,0
85.8,18.1,1,1,48.5,4,4,2,2,41.0,0
50.8,24.1,0,3,51.3,5,5,1,0,36.2,0
58.0,18.3,1,1,54.2,5,3,0,1,29.0,0
46.2,24.2,0,1,38.5,4,3,0,0,19.7,0
23.0,27.1,2,0,41.2,6,0,2,0,31.5,0
54.1,28.8,1,0,32.2,6,2,2,0,23.2,0
75.9,15.6,3,0,39.0,3,1,0,3,33.3,0
134.3,36.2,0,0,21.9,3,3,0,1,20.0,0
65.7,27.6,1,1,96.3,7,2,0,0,35.3,0
93.1,23.0,0,0,65.3,6,1,0,0,22.7,0
11.3,29.5,1,0,44.0,4,0,0,0,21.9,0
40.2,37.2,2,1,73.4,6,2,1,2,42.6,0
0.6,14.4,2,2,13.9,4,3,0,0,22.5,0
18.4,21.6,2,3,98.2,2,2,0,0,35.7,0
84.3,8.7,2,1,80.5,8,0,0,0,37.2,0
312.3,24.2,0,0,58.3,1,6,1,0,51.3,0
6.8,25.2,0,1,80.4,5,2,1,0,26.8,0
33.4,22.8,1,0,59.9,6,3,0,1,28.4,0
104.6,19.1,1,1,64.0,2,2,1,0,34.2,0
14.8,10.7,0,2,50.7,6,2,0,1,22.0,0
52.6,25.2,1,1,22.8,8,3,0,1,28.9,0
85.9,31.7,1,3,38.8,5,4,1,2,38.0,0
62.2,19.5,1,1,67.7,4,2,2,2,44.3,0
13.5,25.6,2,1,75.6,6,3,0,0,32.9,0
28.5,13.6,1,0,73.9,8,4,1,2,39.9,0
99.5,25.7,0,2,40.8,4,2,0,3,32.8,0
52.5,20.6,0,0,59.0,1,3,0,2,29.8,0
0.3,18.4,2,2,10.3,2,3,0,0,15.8,0
93.0,18.4,3,0,63.6,2,2,2,0,45.3,0
2.3,20.6,1,0,80.7,1,0,2,0,29.4,0
89.0,25.3,1,2,9.8,6,0,0,1,24.7,0
14.7,15.1,3,0,50.9,8,1,0,0,31.3,0
206.2,20.6,1,2,5.1,7,6,2,0,49.6,0
29.8,22.8,2,0,64.3,3,7,1,0,37.9,0
25.7,16.4,2,2,57.9,4,5,0,0,40.2,0
10.5,33.8,1,1,30.0,5,1,1,1,20.4,0
23.7,17.9,1,1,29.9,6,1,1,1,22.5,0
136.0,19.0,0,0,89.1,7,2,0,0,36.8,0
350.0,17.1,0,0,64.1,8,3,0,3,60.7,1
29.9,33.8,2,2,64.7,5,2,2,0,37.4,0
38.7,26.3,2,0,39.6,5,4,0,3,27.5,0
83.2,17.4,2,0,55.2,5,2,1,0,37.4,0
141.3,29.6,1,1,61.2,4,3,0,2,41.9,0
58.4,24.2,0,1,82.6,4,1,1,2,35.4,0
32.3,24.5,0,0,57.2,5,3,0,0,15.2,0
34.6,20.9,1,0,60.7,5,3,2,1,32.0,0
77.3,18.5,1,0,81.7,5,2,1,1,38.6,0
0.2,25.0,1,2,42.9,3,3,0,2,21.7,0
62.8,19.7,0,0,68.6,3,4,1,1,30.3,0
28.6,33.9,3,3,8.3,9,4,0,0,28.7,0
102.8,15.4,1,0,87.1,6,0,0,0,33.2,0
6.3,32.2,2,0,81.0,1,1,1,0,28.8,0
57.7,22.3,1,1,39.7,4,3,2,0,25.6,0
42.6,24.8,0,0,78.8,4,0,0,3,32.7,0
66.8,28.0,2,1,65.7,8,0,0,0,22.9,0
4.4,19.2,2,2,61.7,4,2,0,1,32.2,0
56.4,28.2,1,0,79.3,1,2,0,0,32.0,0
53.6,8.0,1,2,35.2,2,1,0,1,25.0,0
53.5,18.7,0,0,44.1,6,1,1,0,14.9,0
60.1,17.5,1,0,21.4,4,2,0,1,23.4,0
73.3,15.5,3,0,60.1,6,2,0,0,28.8,0
106.3,21.7,0,2,44.6,3,2,2,3,40.5,0
20.4,25.3,0,0,26.1,1,3,2,0,21.8,0
113.3,27.2,3,2,88.3,2,2,1,0,51.2,0
44.8,24.4,0,1,48.7,3,5,1,0,25.9,0
5.2,19.0,1,0,94.0,4,1,1,0,33.9,0
3.9,25.2,1,1,94.9,7,4,0,0,25.9,0
26.4,23.7,1,2,79.8,9,3,0,0,33.3,0
99.9,28.6,1,1,62.2,2,1,2,0,37.1,0
79.9,27.7,0,1,28.9,5,3,2,2,29.6,0
101.0,23.2,0,2,18.9,4,4,2,0,28.0,0
47.3,17.6,2,0,9.1,3,0,2,1,28.9,0
37.7,19.1,2,2,23.5,7,6,2,0,28.6,0
10.4,19.7,1,2,54.1,3,3,2,1,33.1,0
25.9,21.1,1,1,80.8,5,1,2,0,31.5,0
37.0,24.6,0,2,75.7,2,4,0,0,28.9,0
6.0,27.3,0,1,72.1,6,3,2,0,26.8,0
16.2,22.7,2,1,71.9,2,2,1,1,35.7,0
59.3,23.1,1,1,38.3,3,3,1,2,32.3,0
86.5,23.9,0,0,49.3,5,2,0,1,24.9,0
350.0,19.9,0,1,53.3,3,5,2,2,65.5,1
175.8,17.4,0,0,27.2,4,2,0,1,29.4,0
66.9,12.5,0,1,87.3,6,3,0,3,40.2,0
35.5,18.8,2,0,41.9,1,3,2,1,32.8,0
65.7,25.8,3,0,87.3,4,0,0,1,39.2,0
100.1,18.8,2,0,36.1,1,3,0,0,32.6,0
8.2,21.6,3,2,28.2,4,1,0,0,21.7,0
34.3,25.8,3,0,41.1,5,3,2,0,43.6,0
119.0,26.1,1,1,45.8,5,5,0,0,30.5,0
31.5,16.5,0,0,18.2,4,1,0,0,7.1,0
55.1,29.0,2,1,80.1,5,3,0,0,29.2,0
57.6,29.8,0,0,76.5,10,2,1,0,28.4,0
13.3,16.2,0,0,75.6,2,1,2,0,28.3,0
29.2,18.1,0,1,38.0,13,4,2,0,23.8,0
26.5,30.1,1,1,38.1,5,3,2,0,33.3,0
1.7,22.1,0,0,61.4,1,1,0,0,13.1,0
1.6,9.7,0,1,64.7,3,4,2,3,29.4,0
115.8,14.6,1,2,72.9,2,2,2,0,40.8,0
20.7,21.5,2,0,30.4,3,3,2,0,28.7,0
47.4,16.0,1,0,79.2,6,4,2,2,40.4,0
23.1,20.5,2,1,69.9,5,2,2,0,43.3,0
183.6,23.2,0,0,40.4,4,3,0,0,27.9,0
19.5,31.8,0,3,45.4,3,0,3,2,33.9,0
36.5,21.3,1,1,85.6,7,3,0,0,29.8,0
134.0,29.4,1,1,33.4,4,1,2,2,44.4,0
119.9,31.6,1,1,82.3,6,1,0,1,34.4,0
13.4,31.6,2,1,33.2,7,2,1,1,20.3,0
105.5,24.7,2,0,59.3,4,2,1,1,37.5,0
39.8,11.2,3,3,67.0,4,3,3,0,49.8,0
42.9,25.8,1,1,41.9,10,2,0,0,17.4,0
9.3,29.3,0,0,58.6,4,0,0,2,21.0,0
5.5,22.5,1,1,53.3,3,5,0,2,31.7,0
84.6,33.5,0,0,55.0,6,2,1,0,25.3,0
44.6,28.2,0,0,83.1,6,3,0,0,23.3,0
37.3,26.4,0,1,30.7,2,2,0,0,20.7,0
85.0,29.5,1,1,49.4,5,1,0,0,22.9,0
94.3,25.0,0,1,42.5,8,4,2,0,35.6,0
11.2,8.0,0,0,67.0,7,1,0,1,18.5,0
61.2,20.0,1,1,44.7,2,1,1,0,27.1,0
9.5,30.2,1,0,20.8,7,1,1,1,21.5,0
90.5,18.2,2,1,75.9,5,3,1,0,43.8,0
69.5,21.7,1,1,78.9,5,0,0,2,28.8,0
203.9,16.7,0,1,79.3,5,0,0,1,46.5,0
4.6,33.7,0,2,64.6,5,1,0,0,13.0,0
3.8,33.1,0,2,84.8,3,2,1,0,31.0,0
21.6,17.7,2,3,12.8,7,3,0,0,26.8,0
19.7,23.9,2,3,25.7,2,3,0,0,24.6,0
18.4,18.9,0,2,18.0,3,4,2,1,26.3,0
153.9,26.7,0,3,39.1,5,2,0,1,32.0,0
18.7,26.1,3,2,36.0,2,4,1,0,28.4,0
20.6,27.9,1,1,16.8,2,1,0,0,15.6,0
92.6,25.0,2,0,37.1,3,5,2,0,36.0,0
38.8,38.0,0,0,64.8,3,5,1,0,32.1,0
97.5,16.8,0,2,55.6,6,3,0,2,34.3,0
4.4,12.7,2,1,80.7,2,2,0,0,25.5,0
43.5,20.6,1,2,92.8,4,1,1,0,47.7,0
2.2,13.6,1,0,57.1,5,4,0,0,15.5,0
4.2,14.0,1,0,64.3,4,3,2,0,28.8,0
154.0,17.0,1,1,84.0,5,3,0,2,48.9,0
9.7,17.5,2,2,26.7,4,2,2,0,31.8,0
49.4,17.3,0,0,77.9,5,0,0,2,26.1,0
34.4,26.1,1,2,46.9,4,1,0,0,22.7,0
27.7,20.0,2,2,58.9,1,3,3,2,45.3,0
149.6,21.9,0,0,35.4,7,2,1,0,36.8,0
1.4,28.4,1,0,28.6,6,3,1,2,26.9,0
70.9,18.4,2,0,59.1,4,4,0,3,36.8,0
215.0,21.4,3,0,52.9,5,1,0,2,49.9,0
53.4,25.2,1,1,42.5,5,4,0,2,30.6,0
179.5,11.4,1,0,34.4,8,3,0,1,33.5,0
3.5,8.7,2,0,54.9,9,5,0,2,26.1,0
35.3,25.1,2,2,51.7,8,2,0,0,28.4,0
19.6,26.0,2,1,48.4,3,1,2,0,26.9,0
85.3,35.4,1,1,13.0,7,6,0,0,32.0,0
258.6,23.9,0,0,44.7,2,2,2,0,44.5,0
19.3,27.9,1,2,68.4,4,2,0,0,21.6,0
69.0,21.8,2,2,73.2,9,3,0,2,44.2,0
14.3,24.8,2,1,95.1,2,3,1,0,39.5,0
54.2,33.0,0,2,63.6,9,2,2,2,42.6,0
40.5,10.3,1,2,71.5,3,1,2,0,36.4,0
232.4,25.5,1,1,63.1,2,1,0,0,46.0,0
61.0,35.8,3,1,17.4,4,1,1,1,31.6,0
28.0,24.7,1,0,79.1,4,1,0,0,24.4,0
7.9,32.9,1,0,55.6,3,2,0,1,34.7,0
10.7,19.2,0,0,27.2,3,3,0,2,13.4,0
16.6,22.8,1,0,89.3,7,3,0,0,23.7,0
18.8,23.2,0,0,21.1,4,2,0,2,13.0,0
123.6,9.7,2,2,47.9,7,2,2,2,50.4,0
53.5,16.0,2,0,66.0,10,3,2,0,33.2,0
48.2,16.4,1,3,40.0,8,0,0,1,31.1,0
7.9,27.9,1,1,41.1,1,1,0,0,14.2,0
127.9,28.2,2,0,70.1,5,2,2,2,41.2,0
83.4,24.9,0,1,46.6,3,4,0,0,24.9,0
4.6,27.9,0,0,78.9,8,2,2,0,24.2,0
80.0,22.0,3,3,78.9,2,5,0,0,52.5,0
51.0,30.2,2,2,56.2,3,0,0,0,25.9,0
5.5,23.1,2,0,30.6,2,0,0,1,15.8,0
39.8,23.3,0,3,39.9,2,2,1,0,26.3,0
43.1,21.4,0,1,73.7,1,1,0,0,21.2,0
11.8,27.1,0,0,89.8,4,1,0,0,17.6,0
189.4,20.5,0,1,12.7,3,2,0,0,23.0,0
123.3,28.9,2,1,75.8,5,2,0,0,46.2,0
71.9,16.2,0,0,23.1,9,2,1,1,20.5,0
40.3,16.4,2,2,65.3,1,2,0,0,27.3,0
34.5,27.1,0,0,92.3,8,4,2,1,36.8,0
68.4,22.5,1,1,74.2,5,4,0,1,35.7,0
51.2,20.3,3,0,21.4,4,4,2,1,38.3,0
4.2,28.3,0,3,75.9,5,3,0,1,24.7,0
46.7,19.4,1,2,49.3,3,3,0,2,39.3,0
106.7,21.8,0,0,66.6,1,3,0,0,25.2,0
40.0,31.4,0,0,40.2,2,1,0,2,25.9,0
3.5,32.2,1,0,78.8,2,2,2,0,30.2,0
100.3,32.4,1,2,90.4,7,7,1,0,51.6,0
14.6,21.3,1,0,75.1,5,4,0,2,34.7,0
19.5,30.4,2,2,89.1,4,2,2,1,43.4,0
11.7,17.3,1,3,88.8,7,3,0,0,29.7,0
26.1,17.6,0,1,31.2,5,1,0,0,16.6,0
91.9,8.9,1,0,63.9,5,3,3,2,54.6,0
47.6,33.0,0,0,70.5,7,2,0,0,23.2,0
14.9,17.8,1,1,95.2,5,2,0,0,30.7,0
136.7,22.2,1,1,87.3,6,1,2,0,48.4,0
137.6,17.5,0,1,47.8,3,2,1,1,28.8,0
132.9,27.2,2,1,52.0,7,0,0,3,49.0,0
17.7,20.7,3,0,67.6,6,1,1,0,28.6,0
39.0,15.2,2,2,81.6,5,1,3,0,51.5,0
272.9,25.6,0,0,59.1,2,4,0,0,44.8,0
96.1,14.4,1,1,71.4,3,2,0,0,38.3,0
1.8,18.0,3,2,55.8,4,2,1,3,35.5,0
4.4,10.4,0,0,36.5,6,3,1,0,19.5,0
40.5,14.5,2,1,43.0,6,1,0,0,26.7,0
156.0,24.1,0,2,50.8,7,1,0,0,32.7,0
50.3,11.2,0,1,55.0,2,2,1,1,31.6,0
44.8,14.1,2,0,40.8,8,5,1,0,34.6,0
7.2,23.0,2,0,37.5,4,1,0,1,21.9,0
69.5,19.7,2,0,82.3,3,1,0,0,24.7,0
112.2,35.0,3,0,67.9,5,2,2,0,45.8,0
31.1,34.0,0,3,46.7,6,3,1,1,34.0,0
97.1,17.8,0,1,23.9,4,1,2,0,23.3,0
216.9,26.3,3,0,39.2,4,2,0,0,46.0,0
14.8,27.5,0,2,82.2,5,5,0,3,39.8,0
48.2,19.4,1,1,55.7,5,3,0,0,31.9,0
22.0,14.0,1,0,50.5,2,4,1,0,25.2,0
102.3,22.9,0,0,87.5,9,5,0,1,34.6,0
56.0,22.0,0,0,23.2,2,1,0,0,16.8,0
65.4,20.4,1,3,58.4,6,1,1,2,39.8,0
103.9,25.7,2,1,93.6,7,2,2,0,52.4,0
32.8,18.5,2,2,14.6,5,2,2,2,31.9,0
160.3,16.1,1,0,55.9,7,2,0,0,30.2,0
49.5,23.7,1,2,30.2,0,3,2,3,32.3,0
11.2,25.3,0,0,83.8,4,3,3,0,37.8,0
77.4,15.9,0,3,82.6,5,3,0,1,38.4,0
102.5,28.6,1,2,21.0,3,1,2,0,34.7,0
24.8,12.4,0,0,60.8,2,1,3,0,34.5,0
126.5,19.5,0,2,56.7,2,1,0,3,42.0,0
153.8,21.5,1,2,13.9,3,2,0,2,42.7,0
21.1,19.2,1,2,47.4,7,2,0,1,22.9,0
266.9,19.6,0,0,87.2,5,3,3,2,64.1,1
9.9,34.2,1,1,66.3,6,2,0,1,23.6,0
14.7,17.9,1,2,76.9,4,1,1,0,26.9,0
13.2,37.6,0,2,48.6,7,4,1,2,28.2,0
145.9,25.6,3,0,68.5,7,2,1,0,44.9,0
69.0,23.6,0,2,44.6,6,0,0,2,25.4,0
10.7,25.9,2,0,74.1,4,4,0,0,29.5,0
37.7,38.0,0,2,67.8,5,1,0,1,28.6,0
62.1,17.0,2,0,72.2,6,3,0,1,40.1,0
5.7,16.3,0,0,51.2,2,2,0,1,18.4,0
139.1,18.5,2,1,56.3,5,3,3,0,57.9,1
105.8,23.2,1,1,37.2,4,3,1,2,45.8,0
45.7,12.6,2,1,56.6,7,3,2,2,41.5,0
222.0,23.1,1,1,25.9,4,5,0,1,43.7,0
35.2,33.2,0,0,77.9,6,2,0,0,23.1,0
269.2,23.9,2,0,25.9,4,2,3,1,52.0,0
71.7,21.2,0,2,67.4,5,4,2,0,41.2,0
65.5,19.3,3,0,68.4,4,4,0,0,40.8,0
11.8,28.4,0,1,38.2,1,2,0,2,21.6,0
138.9,18.0,1,1,59.8,1,3,0,1,41.9,0
36.3,34.1,2,2,12.9,1,3,0,2,25.0,0
11.5,34.6,1,1,84.3,6,2,1,1,39.5,0
0.8,24.5,0,0,53.3,4,2,3,0,29.1,0
53.3,22.9,2,2,73.6,6,1,0,0,27.0,0
48.7,29.2,2,3,54.2,6,1,2,2,43.9,0
82.6,29.6,3,1,58.2,3,3,0,0,40.2,0
143.6,18.2,1,3,39.7,1,4,2,0,55.8,1
5.4,19.8,1,1,62.0,2,4,0,0,25.0,0
85.5,15.1,1,1,21.0,7,0,0,0,22.7,0
13.5,25.5,0,0,70.0,9,2,1,0,22.5,0
127.0,27.0,2,1,65.1,2,4,1,1,46.4,0
111.1,14.9,0,0,94.2,2,4,1,2,49.4,0
50.6,20.3,1,0,36.2,3,6,1,1,29.7,0
80.5,14.9,1,0,52.8,2,1,2,0,36.9,0
24.5,17.6,2,0,88.9,7,1,0,0,30.6,0
41.4,26.3,3,0,47.6,0,4,1,0,34.7,0
112.1,18.6,1,1,57.9,3,2,0,0,24.9,0
40.0,21.2,1,0,75.2,2,2,2,1,32.7,0
28.8,13.2,2,3,37.1,9,3,2,0,36.6,0
44.3,24.1,1,0,81.2,8,4,0,1,33.7,0
114.5,22.7,0,1,84.7,9,5,0,1,40.9,0
26.5,18.6,0,0,80.7,7,2,0,3,30.4,0
12.4,21.9,0,0,37.9,5,1,0,0,16.5,0
80.9,24.1,1,0,68.1,3,4,0,0,28.9,0
113.7,18.1,2,1,46.0,2,3,0,0,37.1,0
6.9,14.1,0,2,53.3,5,1,0,2,24.1,0
17.8,33.8,1,0,51.6,5,5,1,0,24.8,0
10.0,19.2,3,0,33.7,3,1,1,3,41.6,0
27.8,22.4,2,0,39.7,2,0,0,0,21.9,0
38.9,29.1,1,2,28.9,3,4,0,0,22.8,0
89.8,38.0,0,2,33.5,6,1,3,1,38.4,0
68.5,15.5,0,0,29.7,5,1,1,0,21.1,0
63.1,25.7,0,0,90.4,4,2,3,2,42.6,0
28.2,18.8,0,3,64.6,7,2,0,0,23.1,0
119.7,19.8,0,0,48.7,5,1,0,1,25.5,0
41.4,18.7,1,1,80.8,3,1,2,0,22.9,0
251.4,16.2,0,0,45.2,5,2,0,0,35.3,0
65.4,22.8,0,1,66.2,5,1,3,1,40.0,0
8.8,14.2,0,3,52.4,3,5,0,1,28.2,0
73.3,28.7,1,3,67.5,2,0,1,2,40.1,0
25.6,23.3,1,2,71.7,4,4,2,0,39.4,0
75.4,25.5,1,1,54.2,3,4,0,2,38.9,0
4.7,20.2,0,1,26.3,7,3,0,0,13.8,0
12.5,20.8,1,0,54.7,2,4,0,0,19.8,0
125.8,24.7,0,3,22.4,4,1,1,0,28.7,0
16.8,16.0,0,1,73.4,4,4,0,0,20.4,0
117.9,20.9,2,1,87.1,5,2,1,0,49.7,0
21.3,17.8,3,0,71.8,5,5,0,0,43.4,0
66.9,17.7,1,1,47.9,4,4,1,0,26.2,0
77.0,10.3,3,3,73.2,6,2,1,2,51.8,0
46.7,31.0,1,1,53.3,3,1,0,1,27.5,0
23.7,18.9,0,0,53.3,5,2,0,0,15.4,0
15.5,30.0,3,0,64.6,7,2,0,0,33.2,0
2.2,29.4,0,0,59.8,3,3,0,3,20.7,0
23.6,15.3,1,2,27.8,3,5,0,1,17.0,0
68.8,16.5,0,3,77.9,6,2,0,1,39.8,0
181.1,38.0,1,3,92.7,1,4,2,3,69.7,1
133.2,33.5,1,1,49.6,6,5,1,1,45.9,0
94.4,22.8,1,1,93.0,3,2,0,0,45.2,0
101.0,24.5,0,1,53.9,2,4,0,0,25.9,0
71.1,19.2,0,1,63.1,4,2,0,0,32.8,0
19.6,25.6,0,1,67.7,3,2,0,0,26.9,0
154.5,18.7,3,1,31.1,3,3,0,0,38.8,0
72.2,10.8,2,1,59.7,5,3,1,0,32.8,0
53.4,15.1,1,0,85.4,12,6,1,1,38.3,0
7.6,23.1,0,0,43.2,5,2,2,0,22.4,0
38.5,16.2,2,2,85.2,7,0,3,1,44.3,0
40.1,22.6,0,2,94.1,3,3,0,0,32.4,0
130.0,16.6,0,1,55.9,3,4,0,0,30.6,0
51.4,18.3,1,0,67.1,5,5,0,2,35.5,0
31.1,28.1,2,2,68.1,7,2,0,0,37.3,0
244.6,24.5,0,1,49.6,3,1,1,1,46.3,0
7.6,22.9,0,1,37.9,5,1,0,1,19.4,0
35.7,28.3,1,1,82.6,4,2,0,0,37.4,0
2.8,25.9,0,1,64.0,4,4,0,0,13.0,0
87.5,31.7,1,1,32.7,9,2,0,0,27.6,0
162.6,20.2,1,2,70.1,4,0,3,0,50.1,0
21.4,20.4,1,0,53.2,4,2,3,0,30.1,0
127.0,15.2,0,0,55.3,2,4,0,1,22.9,0
22.5,20.4,0,0,90.0,5,1,0,1,26.4,0
157.1,28.8,2,0,20.1,6,2,1,0,33.0,0
91.1,30.8,2,0,94.2,4,1,0,2,46.4,0
106.2,28.8,0,0,8.3,7,2,0,2,32.1,0
1.2,12.2,0,0,87.6,6,1,0,0,16.2,0
214.0,29.5,0,0,27.9,7,2,1,1,38.7,0
84.3,12.0,1,0,54.7,7,2,0,0,20.5,0
23.6,28.4,2,0,50.4,3,1,1,1,29.0,0
114.9,20.8,1,1,32.6,5,3,0,0,32.7,0
21.5,27.2,1,1,53.4,1,3,1,1,30.4,0
134.0,15.0,2,0,33.9,4,1,3,1,48.6,0
7.8,30.0,3,1,82.3,8,1,1,0,41.1,0
79.1,14.2,0,3,25.8,6,1,0,0,16.0,0
50.6,19.0,0,3,77.0,3,2,3,0,47.9,0
6.6,17.0,0,0,76.8,4,6,0,0,17.4,0
18.0,12.5,2,2,55.6,6,2,0,1,39.6,0
0.8,23.6,2,0,61.0,6,2,0,2,32.3,0
41.1,33.8,1,0,76.4,6,4,0,0,30.8,0
23.3,38.0,0,0,89.7,7,1,1,1,36.4,0
59.3,23.6,0,0,67.7,2,4,0,1,29.1,0
22.9,29.7,0,1,42.0,3,2,0,2,25.2,0
23.2,24.4,1,1,43.3,2,1,2,2,31.7,0
88.4,26.0,0,1,39.5,4,2,0,2,25.2,0
3.2,20.9,0,0,49.1,7,2,0,2,15.5,0
151.6,24.2,2,0,66.3,3,4,1,0,53.2,0
124.3,26.2,0,0,77.9,6,3,0,0,39.0,0
71.6,19.5,1,0,37.5,2,4,0,1,25.5,0
58.5,22.5,0,3,39.8,6,4,2,2,36.2,0
144.8,22.6,2,2,64.2,2,1,2,0,54.7,0
13.3,28.0,1,3,31.7,3,2,0,0,25.4,0
5.3,16.6,3,1,41.0,2,3,1,0,34.4,0
17.8,22.7,1,1,38.4,6,3,1,2,34.7,0
102.9,34.5,3,0,81.0,3,3,1,1,53.3,0
2.3,30.0,2,1,55.2,4,2,0,1,35.4,0
56.8,31.1,1,1,55.5,5,2,1,0,33.4,0
350.0,23.1,3,2,83.6,5,0,2,0,71.4,1
125.8,24.9,0,1,36.5,4,5,0,0,27.2,0
47.9,29.0,1,0,47.2,6,0,0,0,22.2,0
4.3,32.4,0,2,61.9,5,3,2,2,35.4,0
115.7,11.3,1,2,36.7,3,3,1,1,40.8,0
59.4,15.1,2,1,25.3,4,0,0,0,22.8,0
7.9,30.9,2,1,36.3,3,3,2,2,28.5,0
6.4,21.3,0,0,28.4,5,2,0,0,11.1,0
156.2,19.0,1,1,58.0,7,4,2,0,39.3,0
